legacy_url,normalized_legacy_path,proposed_or_documented_target,target_country,language,mapping_source,historical_clicks,historical_impressions,referring_domains,observed_status,redirect_hops,hop_chain,final_url,final_status,content_equivalence,approved_retirement,test_status,priority,recommended_action,evidence
https://www.myglobalhealth.online/portugal/medical-certificate-for-driving-license,/portugal/medical-certificate-for-driving-license,/portugal/pt/services/certificado-medico-carta-de-conducao,portugal,pt,next.config rule index 409,28,2826,0,308,1,https://www.myglobalhealth.online/portugal/medical-certificate-for-driving-license|https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao,https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao,200,same_intent,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/about,/about,/ireland/en/about,ireland,en,next.config rule index 567,29,1956,0,308,1,https://www.myglobalhealth.online/about|https://www.myglobalhealth.online/ireland/en/about,https://www.myglobalhealth.online/ireland/en/about,200,related_hub,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/ireland-doctors/dr-mohammed-omar,/ireland-doctors/dr-mohammed-omar,/ireland/en/doctors/dr-mohammed-omar,ireland,en,next.config rule index 403,35,731,0,308,1,https://www.myglobalhealth.online/ireland-doctors/dr-mohammed-omar|https://www.myglobalhealth.online/ireland/en/doctors/dr-mohammed-omar,https://www.myglobalhealth.online/ireland/en/doctors/dr-mohammed-omar,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/home,/home,/,ireland,en,next.config rule index 132,29,943,3,308,1,https://www.myglobalhealth.online/home|https://www.myglobalhealth.online/,https://www.myglobalhealth.online/,200,homepage_fallback,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/cs/czechia-doctors/mudr-vojt%C4%9Bch-%C4%8Dern%C3%BD,/cs/czechia-doctors/mudr-vojtěch-černý,/czechia/cs/doctors/mudr-vojt%C4%9Bch-%C4%8Dern%C3%BD,czechia,cs,next.config rule index 432,37,241,0,308,2,https://www.myglobalhealth.online/cs/czechia-doctors/mudr-vojt%C4%9Bch-%C4%8Dern%C3%BD|https://www.myglobalhealth.online/czechia/cs/doctors/mudr-vojt%C4%9Bch-%C4%8Dern%C3%BD|https://www.myglobalhealth.online/czechia/cs/doctors/mudr-vojtech-cerny,https://www.myglobalhealth.online/czechia/cs/doctors/mudr-vojtech-cerny,200,same_entity,no,chain,P2,Collapse 2-hop chain to a single 308,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team-1/dr-tiago-miguel-figueira,/team-1/dr-tiago-miguel-figueira,/ireland/en/doctors/dr-tiago-miguel-figueira,ireland,en,analyst-entity-match,35,390,0,404,0,https://www.myglobalhealth.online/team-1/dr-tiago-miguel-figueira,https://www.myglobalhealth.online/team-1/dr-tiago-miguel-figueira,404,none,no,missing_redirect,P0,Add 308 -> /ireland/en/doctors/dr-tiago-miguel-figueira,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team/dr-tiago-miguel-figueira,/team/dr-tiago-miguel-figueira,/ireland/en/doctors/dr-tiago-miguel-figueira,ireland,en,analyst-entity-match,33,684,0,404,0,https://www.myglobalhealth.online/team/dr-tiago-miguel-figueira,https://www.myglobalhealth.online/team/dr-tiago-miguel-figueira,404,none,no,missing_redirect,P0,Add 308 -> /ireland/en/doctors/dr-tiago-miguel-figueira,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/ireland-doctors/dr-fatima-ali,/ireland-doctors/dr-fatima-ali,/ireland/en/doctors/dr-fatima-ali,ireland,en,next.config rule index 403,33,660,0,308,1,https://www.myglobalhealth.online/ireland-doctors/dr-fatima-ali|https://www.myglobalhealth.online/ireland/en/doctors/dr-fatima-ali,https://www.myglobalhealth.online/ireland/en/doctors/dr-fatima-ali,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt/portugal-doctors/dr-pedro-santos,/pt/portugal-doctors/dr-pedro-santos,/portugal/pt/doctors/dr-pedro-santos,portugal,pt,next.config rule index 405,28,376,0,308,1,https://www.myglobalhealth.online/pt/portugal-doctors/dr-pedro-santos|https://www.myglobalhealth.online/portugal/pt/doctors/dr-pedro-santos,https://www.myglobalhealth.online/portugal/pt/doctors/dr-pedro-santos,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/ireland-doctors/dr-yousif-mohamed,/ireland-doctors/dr-yousif-mohamed,/ireland/en/doctors/dr-yousif-mohamed,ireland,en,next.config rule index 403,28,203,0,308,1,https://www.myglobalhealth.online/ireland-doctors/dr-yousif-mohamed|https://www.myglobalhealth.online/ireland/en/doctors/dr-yousif-mohamed,https://www.myglobalhealth.online/ireland/en/doctors/dr-yousif-mohamed,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt/spain-doctors/dr-ariana-gonzalvez-garcia,/pt/spain-doctors/dr-ariana-gonzalvez-garcia,/spain/es/doctors/dr-ariana-gonzalvez-garcia,spain,es,next.config rule index 435,28,120,0,308,1,https://www.myglobalhealth.online/pt/spain-doctors/dr-ariana-gonzalvez-garcia|https://www.myglobalhealth.online/spain/es/doctors/dr-ariana-gonzalvez-garcia,https://www.myglobalhealth.online/spain/es/doctors/dr-ariana-gonzalvez-garcia,404,none,no,dead_end,P0,Broad /:locale(cs|es|pt|ro)/spain-doctors/:slug((?!(?:irene-galve-moros|dr-yliana-muñoz-bravo|dr-yliana-mu%C3%B1oz-bravo|dr-daniela-stefani-)/?$)[^/]+) rule rewrites the slug unchanged and the clinician is not on any current roster. Owner decision needed: 410 (confirmed departed) or 308 to /spain/es/doctors. Do not invent a substitute clinician.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt/about,/pt/about,/ireland/en/about,ireland,en,next.config rule index 408,20,1719,0,308,1,https://www.myglobalhealth.online/pt/about|https://www.myglobalhealth.online/ireland/en/about,https://www.myglobalhealth.online/ireland/en/about,200,related_hub,no,wrong_target,P1,Repoint from hub/home fallback to the specific equivalent /ireland/pt/about,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/es,/es,,spain,es,none,25,590,0,308,1,https://www.myglobalhealth.online/es|https://www.myglobalhealth.online/spain/es,https://www.myglobalhealth.online/spain/es,200,homepage_fallback,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team/dr.-mohamed-fadzly-mustafar,/team/dr.-mohamed-fadzly-mustafar,/ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,ireland,en,analyst-entity-match,26,158,0,404,0,https://www.myglobalhealth.online/team/dr.-mohamed-fadzly-mustafar,https://www.myglobalhealth.online/team/dr.-mohamed-fadzly-mustafar,404,none,no,missing_redirect,P0,Add 308 -> /ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/careers,/careers,/ireland/en/about,ireland,en,next.config rule index 452,21,752,0,308,1,https://www.myglobalhealth.online/careers|https://www.myglobalhealth.online/ireland/en/about,https://www.myglobalhealth.online/ireland/en/about,200,related_hub,no,wrong_target,P1,Repoint from hub/home fallback to the specific equivalent /ireland/en/careers,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/home-health-tests/vitamin-b12-blood-test,/home-health-tests/vitamin-b12-blood-test,/ireland/en/lab-tests/vitamin-b12-test,ireland,en,next.config rule index 213,0,4479,1,308,1,https://www.myglobalhealth.online/home-health-tests/vitamin-b12-blood-test|https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test,404,none,no,dead_end,P1,Redirect target /ireland/en/lab-tests/vitamin-b12-test is 404 - Ireland health-tests feature flag off (P0 incident 2026-09-15). Re-enable flag or retarget.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/services-1,/services-1,,,,none,23,123,0,404,0,https://www.myglobalhealth.online/services-1,https://www.myglobalhealth.online/services-1,404,none,no,missing_redirect,P0,No live entity equivalent found; add 308 -> /ireland/en or retire as 410,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/services-2,/services-2,,,,none,22,65,0,404,0,https://www.myglobalhealth.online/services-2,https://www.myglobalhealth.online/services-2,404,none,no,missing_redirect,P0,No live entity equivalent found; add 308 -> /ireland/en or retire as 410,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/czechia-doctors/mudr-michael-nytra,/czechia-doctors/mudr-michael-nytra,/czechia/cs/doctors/dr-michael-nytra,czechia,cs,next.config rule index 392,21,178,0,308,1,https://www.myglobalhealth.online/czechia-doctors/mudr-michael-nytra|https://www.myglobalhealth.online/czechia/cs/doctors/dr-michael-nytra,https://www.myglobalhealth.online/czechia/cs/doctors/dr-michael-nytra,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt,/pt,,portugal,pt,none,15,1293,0,308,1,https://www.myglobalhealth.online/pt|https://www.myglobalhealth.online/portugal/pt,https://www.myglobalhealth.online/portugal/pt,200,homepage_fallback,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt/portugal-doctors/dra-margarida-andrade,/pt/portugal-doctors/dra-margarida-andrade,/portugal/pt/doctors/dra-margarida-andrade,portugal,pt,next.config rule index 405,20,182,0,308,2,https://www.myglobalhealth.online/pt/portugal-doctors/dra-margarida-andrade|https://www.myglobalhealth.online/portugal/pt/doctors/dra-margarida-andrade|https://www.myglobalhealth.online/portugal/pt/doctors/dr-margarida-andrade,https://www.myglobalhealth.online/portugal/pt/doctors/dr-margarida-andrade,200,same_entity,no,chain,P2,Collapse 2-hop chain to a single 308,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/ireland-doctors/dr.-mohamed-fadzly-mustafar,/ireland-doctors/dr.-mohamed-fadzly-mustafar,/ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,ireland,en,next.config rule index 381,19,134,0,308,1,https://www.myglobalhealth.online/ireland-doctors/dr.-mohamed-fadzly-mustafar|https://www.myglobalhealth.online/ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,https://www.myglobalhealth.online/ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/home-delivery,/home-delivery,/ireland/en/lab-tests,ireland,en,next.config rule index 134,15,931,0,308,1,https://www.myglobalhealth.online/home-delivery|https://www.myglobalhealth.online/ireland/en/lab-tests,https://www.myglobalhealth.online/ireland/en/lab-tests,404,none,no,dead_end,P0,Redirect target /ireland/en/lab-tests is 404 - Ireland health-tests feature flag off (P0 incident 2026-09-15). Re-enable flag or retarget.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/service-page/ie-medical-consultation,/service-page/ie-medical-consultation,/ireland/en/see-a-specialist,ireland,en,next.config rule index 421,15,862,0,308,1,https://www.myglobalhealth.online/service-page/ie-medical-consultation|https://www.myglobalhealth.online/ireland/en/see-a-specialist,https://www.myglobalhealth.online/ireland/en/see-a-specialist,200,related_hub,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/return-and-refund-policy,/return-and-refund-policy,/privacy,,,next.config rule index 461,15,859,0,308,1,https://www.myglobalhealth.online/return-and-refund-policy|https://www.myglobalhealth.online/privacy,https://www.myglobalhealth.online/privacy,200,same_intent,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/cs,/cs,/czechia/cs,czechia,cs,next.config rule index 451,18,179,0,308,1,https://www.myglobalhealth.online/cs|https://www.myglobalhealth.online/czechia/cs,https://www.myglobalhealth.online/czechia/cs,200,homepage_fallback,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt/portugal-doctors/dra-nadia-cavaco,/pt/portugal-doctors/dra-nadia-cavaco,/portugal/pt/doctors/dra-nadia-cavaco,portugal,pt,next.config rule index 405,18,157,0,308,1,https://www.myglobalhealth.online/pt/portugal-doctors/dra-nadia-cavaco|https://www.myglobalhealth.online/portugal/pt/doctors/dra-nadia-cavaco,https://www.myglobalhealth.online/portugal/pt/doctors/dra-nadia-cavaco,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt/portugal-doctors/dr-martim-delgado,/pt/portugal-doctors/dr-martim-delgado,/portugal/pt/doctors/dr-martim-delgado,portugal,pt,next.config rule index 405,18,156,0,308,1,https://www.myglobalhealth.online/pt/portugal-doctors/dr-martim-delgado|https://www.myglobalhealth.online/portugal/pt/doctors/dr-martim-delgado,https://www.myglobalhealth.online/portugal/pt/doctors/dr-martim-delgado,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/ireland-doctors/dr-ahmed-maklad,/ireland-doctors/dr-ahmed-maklad,/ireland/en/doctors/dr-ahmed-maklad,ireland,en,next.config rule index 403,16,312,0,308,1,https://www.myglobalhealth.online/ireland-doctors/dr-ahmed-maklad|https://www.myglobalhealth.online/ireland/en/doctors/dr-ahmed-maklad,https://www.myglobalhealth.online/ireland/en/doctors/dr-ahmed-maklad,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt/home,/pt/home,/ireland/pt,ireland,pt,next.config rule index 449,15,494,0,308,1,https://www.myglobalhealth.online/pt/home|https://www.myglobalhealth.online/ireland/pt,https://www.myglobalhealth.online/ireland/pt,200,homepage_fallback,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team-2/dr-ahmed-maklad,/team-2/dr-ahmed-maklad,/czechia/cs/doctors/dr-ahmed-maklad,czechia,cs,analyst-entity-match,17,78,0,404,0,https://www.myglobalhealth.online/team-2/dr-ahmed-maklad,https://www.myglobalhealth.online/team-2/dr-ahmed-maklad,404,none,no,missing_redirect,P0,Add 308 -> /czechia/cs/doctors/dr-ahmed-maklad,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team/dr-ahmed-maklad,/team/dr-ahmed-maklad,/czechia/cs/doctors/dr-ahmed-maklad,czechia,cs,analyst-entity-match,15,465,0,404,0,https://www.myglobalhealth.online/team/dr-ahmed-maklad,https://www.myglobalhealth.online/team/dr-ahmed-maklad,404,none,no,missing_redirect,P0,Add 308 -> /czechia/cs/doctors/dr-ahmed-maklad,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,/product-page/beauty-focus-multibeauty,,ireland,en,none,10,1289,0,404,0,https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,404,none,no,missing_redirect,P0,No live entity equivalent found; add 308 -> /ireland/en or retire as 410,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/ireland-doctors/dr-mirza-aun-mohammad,/ireland-doctors/dr-mirza-aun-mohammad,(410 Gone - intentional),ireland,en,proxy (410 GONE_CONTENT),15,228,0,410,0,https://www.myglobalhealth.online/ireland-doctors/dr-mirza-aun-mohammad,https://www.myglobalhealth.online/ireland-doctors/dr-mirza-aun-mohammad,410,retired_intentionally,no,retired_ok,P3,No action - intentional retirement (410). Do not revive.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/ireland-doctors/dr-maristela-ferro-nepomuceno,/ireland-doctors/dr-maristela-ferro-nepomuceno,/ireland/en/doctors/maristela-ferro-nepomuceno,ireland,en,next.config rule index 385,14,67,0,308,1,https://www.myglobalhealth.online/ireland-doctors/dr-maristela-ferro-nepomuceno|https://www.myglobalhealth.online/ireland/en/doctors/maristela-ferro-nepomuceno,https://www.myglobalhealth.online/ireland/en/doctors/maristela-ferro-nepomuceno,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/czechia-doctors/mudr-ahmed-maklad,/czechia-doctors/mudr-ahmed-maklad,/czechia/cs/doctors/dr-ahmed-maklad,czechia,cs,next.config rule index 387,13,229,0,308,1,https://www.myglobalhealth.online/czechia-doctors/mudr-ahmed-maklad|https://www.myglobalhealth.online/czechia/cs/doctors/dr-ahmed-maklad,https://www.myglobalhealth.online/czechia/cs/doctors/dr-ahmed-maklad,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team-3/dr-rosa-mora-ferrer,/team-3/dr-rosa-mora-ferrer,,,,none,13,190,0,404,0,https://www.myglobalhealth.online/team-3/dr-rosa-mora-ferrer,https://www.myglobalhealth.online/team-3/dr-rosa-mora-ferrer,404,none,no,missing_redirect,P0,No live entity equivalent found; add 308 -> /ireland/en or retire as 410,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/spain-team,/spain-team,/spain/es/doctors,spain,es,next.config rule index 364,13,166,0,308,1,https://www.myglobalhealth.online/spain-team|https://www.myglobalhealth.online/spain/es/doctors,https://www.myglobalhealth.online/spain/es/doctors,200,related_hub,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team/physiotherapeut-priscila-figueiredo,/team/physiotherapeut-priscila-figueiredo,/ireland/en/doctors/priscila-figueiredo,ireland,en,analyst-entity-match,13,154,0,404,0,https://www.myglobalhealth.online/team/physiotherapeut-priscila-figueiredo,https://www.myglobalhealth.online/team/physiotherapeut-priscila-figueiredo,404,none,no,missing_redirect,P0,Add 308 -> /ireland/en/doctors/priscila-figueiredo,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/ireland-doctors/dr-muhammad-tahir-arain,/ireland-doctors/dr-muhammad-tahir-arain,/ireland/en/doctors/dr-muhammad-tahir-arain,ireland,en,next.config rule index 403,13,120,0,308,1,https://www.myglobalhealth.online/ireland-doctors/dr-muhammad-tahir-arain|https://www.myglobalhealth.online/ireland/en/doctors/dr-muhammad-tahir-arain,https://www.myglobalhealth.online/ireland/en/doctors/dr-muhammad-tahir-arain,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/pt/portugal/traveler's-consultation,/pt/portugal/traveler's-consultation,/portugal/pt/services/consulta-do-viajante,portugal,pt,next.config rule index 494,0,0,9,308,1,https://www.myglobalhealth.online/pt/portugal/traveler's-consultation|https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante,https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante,200,same_intent,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/home-health-tests/male-hormone-test,/home-health-tests/male-hormone-test,/ireland/en/lab-tests/male-hormone-test,ireland,en,next.config rule index 189,1,2487,0,308,1,https://www.myglobalhealth.online/home-health-tests/male-hormone-test|https://www.myglobalhealth.online/ireland/en/lab-tests/male-hormone-test,https://www.myglobalhealth.online/ireland/en/lab-tests/male-hormone-test,404,none,no,dead_end,P1,Redirect target /ireland/en/lab-tests/male-hormone-test is 404 - Ireland health-tests feature flag off (P0 incident 2026-09-15). Re-enable flag or retarget.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/czechia-doctors/mudr-jana-cyplinska,/czechia-doctors/mudr-jana-cyplinska,/czechia/cs/doctors,czechia,cs,next.config rule index 394,13,81,0,308,1,https://www.myglobalhealth.online/czechia-doctors/mudr-jana-cyplinska|https://www.myglobalhealth.online/czechia/cs/doctors,https://www.myglobalhealth.online/czechia/cs/doctors,200,related_hub,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team/dra-julieta-janik,/team/dra-julieta-janik,,,,none,13,60,0,404,0,https://www.myglobalhealth.online/team/dra-julieta-janik,https://www.myglobalhealth.online/team/dra-julieta-janik,404,none,no,missing_redirect,P0,No live entity equivalent found; add 308 -> /ireland/en or retire as 410,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/cs/czechia-doctors/mudr-ahmed-maklad,/cs/czechia-doctors/mudr-ahmed-maklad,/czechia/cs/doctors/dr-ahmed-maklad,czechia,cs,next.config rule index 388,13,55,0,308,1,https://www.myglobalhealth.online/cs/czechia-doctors/mudr-ahmed-maklad|https://www.myglobalhealth.online/czechia/cs/doctors/dr-ahmed-maklad,https://www.myglobalhealth.online/czechia/cs/doctors/dr-ahmed-maklad,200,same_entity,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team/dr-fahad-farooq,/team/dr-fahad-farooq,/ireland/en/doctors/dr-fahad-farooq,ireland,en,analyst-entity-match,11,450,0,404,0,https://www.myglobalhealth.online/team/dr-fahad-farooq,https://www.myglobalhealth.online/team/dr-fahad-farooq,404,none,no,missing_redirect,P0,Add 308 -> /ireland/en/doctors/dr-fahad-farooq,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/team/dr-raafat-ibrahim,/team/dr-raafat-ibrahim,/ireland/en/doctors/dr-raafat-ibrahim,ireland,en,analyst-entity-match,12,241,0,404,0,https://www.myglobalhealth.online/team/dr-raafat-ibrahim,https://www.myglobalhealth.online/team/dr-raafat-ibrahim,404,none,no,missing_redirect,P0,Add 308 -> /ireland/en/doctors/dr-raafat-ibrahim,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
https://www.myglobalhealth.online/home-sp,/home-sp,/spain/es,spain,es,next.config rule index 363,11,397,0,308,1,https://www.myglobalhealth.online/home-sp|https://www.myglobalhealth.online/spain/es,https://www.myglobalhealth.online/spain/es,200,homepage_fallback,no,pass,P3,No action.,seo/tracking/raw/2026-09-15/A8-migration/probe.jsonl
