issue_type,severity,url,detail,how_to_fix_short,evidence_file
duplicate-title,warning,https://www.myglobalhealth.online/ireland/es/doctors/dr-emmanuel-dabup,"{""groupSize"": 2, ""otherUrls"": [""https://www.myglobalhealth.online/ireland/pt/doctors/dr-emmanuel-dabup""]}","Write a unique title for each page describing its specific content. For templated pages, include the distinguishing attribute (name, category, location) in the template.",issues_all.json
duplicate-title,warning,https://www.myglobalhealth.online/ireland/pt/doctors/dr-emmanuel-dabup,"{""groupSize"": 2, ""otherUrls"": [""https://www.myglobalhealth.online/ireland/es/doctors/dr-emmanuel-dabup""]}","Write a unique title for each page describing its specific content. For templated pages, include the distinguishing attribute (name, category, location) in the template.",issues_all.json
duplicate-title,warning,https://www.myglobalhealth.online/ireland/es/doctors/dr-raafat-ibrahim,"{""groupSize"": 2, ""otherUrls"": [""https://www.myglobalhealth.online/ireland/pt/doctors/dr-raafat-ibrahim""]}","Write a unique title for each page describing its specific content. For templated pages, include the distinguishing attribute (name, category, location) in the template.",issues_all.json
duplicate-title,warning,https://www.myglobalhealth.online/ireland/pt/doctors/dr-raafat-ibrahim,"{""groupSize"": 2, ""otherUrls"": [""https://www.myglobalhealth.online/ireland/es/doctors/dr-raafat-ibrahim""]}","Write a unique title for each page describing its specific content. For templated pages, include the distinguishing attribute (name, category, location) in the template.",issues_all.json
duplicate-title,warning,https://www.myglobalhealth.online/ireland/es/doctors/maristela-ferro-nepomuceno,"{""groupSize"": 2, ""otherUrls"": [""https://www.myglobalhealth.online/ireland/pt/doctors/maristela-ferro-nepomuceno""]}","Write a unique title for each page describing its specific content. For templated pages, include the distinguishing attribute (name, category, location) in the template.",issues_all.json
duplicate-title,warning,https://www.myglobalhealth.online/ireland/pt/doctors/maristela-ferro-nepomuceno,"{""groupSize"": 2, ""otherUrls"": [""https://www.myglobalhealth.online/ireland/es/doctors/maristela-ferro-nepomuceno""]}","Write a unique title for each page describing its specific content. For templated pages, include the distinguishing attribute (name, category, location) in the template.",issues_all.json
duplicate-title,warning,https://www.myglobalhealth.online/ireland/es/doctors/silvia-alexandre-fernandes,"{""groupSize"": 2, ""otherUrls"": [""https://www.myglobalhealth.online/ireland/pt/doctors/silvia-alexandre-fernandes""]}","Write a unique title for each page describing its specific content. For templated pages, include the distinguishing attribute (name, category, location) in the template.",issues_all.json
duplicate-title,warning,https://www.myglobalhealth.online/ireland/pt/doctors/silvia-alexandre-fernandes,"{""groupSize"": 2, ""otherUrls"": [""https://www.myglobalhealth.online/ireland/es/doctors/silvia-alexandre-fernandes""]}","Write a unique title for each page describing its specific content. For templated pages, include the distinguishing attribute (name, category, location) in the template.",issues_all.json
thin-content,warning,https://www.myglobalhealth.online/,"{""wordCount"": 92}","Either expand the page with genuinely useful content, noindex it, or consolidate it into a stronger page. If the content exists but is rendered by JavaScript, ensure it is server-rendered or pre-rende",issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/services/acute-medical-consultation,"{""length"": 169}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/sick-certificate-ireland,"{""length"": 161}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/services/sick-certificate-ireland,"{""length"": 166}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/treatment-review,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/treatment-review,"{""length"": 167}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/services/treatment-review,"{""length"": 175}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/chronic-disease-consultation,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/chronic-disease-consultation,"{""length"": 162}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/chronic-disease-consultation,"{""length"": 168}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/services/chronic-disease-consultation,"{""length"": 168}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/services/paediatric-consultation,"{""length"": 163}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/paediatric-consultation,"{""length"": 174}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/paediatric-consultation,"{""length"": 170}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/paediatric-consultation,"{""length"": 180}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/services/paediatric-consultation,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/weight-management-consultation,"{""length"": 166}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/skin-dermatology-consultation,"{""length"": 161}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/services/skin-dermatology-consultation,"{""length"": 166}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/hair-loss-consultation,"{""length"": 162}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/hair-loss-consultation,"{""length"": 165}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/services/hair-loss-consultation,"{""length"": 167}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/musculoskeletal-pain-assessment,"{""length"": 164}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/musculoskeletal-pain-assessment,"{""length"": 171}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/musculoskeletal-pain-assessment,"{""length"": 173}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/services/musculoskeletal-pain-assessment,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/second-opinion-consultation,"{""length"": 178}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/second-opinion-consultation,"{""length"": 171}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/second-opinion-consultation,"{""length"": 164}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/travel-health-consultation,"{""length"": 170}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/travel-health-consultation,"{""length"": 175}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/services/referral-and-investigations,"{""length"": 162}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt,"{""length"": 161}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de,"{""length"": 187}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/czechia/pt,"{""length"": 169}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/czechia/es,"{""length"": 169}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/czechia/ro,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/portugal/es,"{""length"": 170}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/portugal/cs,"{""length"": 169}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/portugal/ro,"{""length"": 177}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/spain/pt,"{""length"": 169}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/spain/cs,"{""length"": 167}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/spain/ro,"{""length"": 173}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/due-date-calculator,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/adhd-test,"{""length"": 191}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/ovulation-calculator,"{""length"": 182}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/osteoporosis-risk-checker,"{""length"": 207}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/sore-throat-checker,"{""length"": 213}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/privacy,"{""length"": 207}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/terms,"{""length"": 268}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/en,"{""length"": 169}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/es,"{""length"": 179}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/health/respiratory-infections,"{""length"": 163}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/bmi-calculator,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/calorie-calculator,"{""length"": 211}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/blood-pressure-chart,"{""length"": 174}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/health/expat-healthcare,"{""length"": 182}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/see-a-specialist,"{""length"": 162}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/calorie-calculator,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/blood-pressure-chart,"{""length"": 179}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/due-date-calculator,"{""length"": 173}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/adhd-test,"{""length"": 204}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/ovulation-calculator,"{""length"": 180}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/sore-throat-checker,"{""length"": 269}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/health/expat-healthcare,"{""length"": 176}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/tools/calorie-calculator,"{""length"": 172}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/tools/blood-pressure-chart,"{""length"": 181}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/tools/due-date-calculator,"{""length"": 170}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/tools/adhd-test,"{""length"": 217}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/tools/ovulation-calculator,"{""length"": 181}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/careers,"{""length"": 166}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/press,"{""length"": 170}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/cs/tools/calorie-calculator,"{""length"": 222}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/cs/tools/due-date-calculator,"{""length"": 181}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/cs/tools/adhd-test,"{""length"": 205}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/cs/tools/ovulation-calculator,"{""length"": 167}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/cs/tools/osteoporosis-risk-checker,"{""length"": 230}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/cs/tools/sore-throat-checker,"{""length"": 243}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/cs/careers,"{""length"": 182}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/doctors/dr-tiago-miguel-figueira,"{""length"": 162}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/doctors/dr-mohamed-fadzly-bin-mohamed,"{""length"": 167}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/health/expat-healthcare,"{""length"": 185}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/see-a-specialist,"{""length"": 171}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/tools/calorie-calculator,"{""length"": 180}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/tools/blood-pressure-chart,"{""length"": 164}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/tools/due-date-calculator,"{""length"": 192}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/tools/adhd-test,"{""length"": 245}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/tools/ovulation-calculator,"{""length"": 179}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/osteoporosis-risk-checker,"{""length"": 225}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/tools/sore-throat-checker,"{""length"": 274}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/careers,"{""length"": 188}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/press,"{""length"": 177}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/tools/osteoporosis-risk-checker,"{""length"": 246}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/tools/sore-throat-checker,"{""length"": 266}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/careers,"{""length"": 168}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/press,"{""length"": 167}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/tools/osteoporosis-risk-checker,"{""length"": 228}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/health/expat-healthcare,"{""length"": 186}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/see-a-specialist,"{""length"": 170}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/tools/calorie-calculator,"{""length"": 193}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/tools/blood-pressure-chart,"{""length"": 196}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/tools/due-date-calculator,"{""length"": 190}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/tools/adhd-test,"{""length"": 216}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/tools/ovulation-calculator,"{""length"": 187}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/tools/osteoporosis-risk-checker,"{""length"": 251}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/tools/sore-throat-checker,"{""length"": 273}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/faq,"{""length"": 164}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
