inspected_at,url,verdict,coverage_state,indexing_state,robots_txt_state,page_fetch_state,last_crawl_time,crawled_as,google_canonical,user_canonical,canonical_match,mobile_usability_verdict,rich_results_verdict,rich_results_types,sitemap_listed,referring_urls_count,error
2026-09-15T05:15:14Z,https://www.myglobalhealth.online/ireland/en/services/neurology-specialist-consultation,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T11:48:21Z,MOBILE,https://www.myglobalhealth.online/ireland/en/services/neurology-specialist-consultation,https://www.myglobalhealth.online/ireland/en/services/neurology-specialist-consultation,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,6,
2026-09-15T05:15:14Z,https://www.myglobalhealth.online/ireland/en/services/nutrition-specialist-consultation,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-12T16:37:24Z,MOBILE,https://www.myglobalhealth.online/ireland/en/services/nutrition-specialist-consultation,https://www.myglobalhealth.online/ireland/en/services/nutrition-specialist-consultation,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,4,
2026-09-15T05:15:14Z,https://www.myglobalhealth.online/ireland/en/services/paediatric-specialist-consultation,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-23T05:10:08Z,MOBILE,https://www.myglobalhealth.online/ireland/en/services/paediatric-specialist-consultation,https://www.myglobalhealth.online/ireland/en/services/paediatric-specialist-consultation,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/ireland/en/services/psychiatry-specialist-consultation,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-27T18:54:44Z,MOBILE,https://www.myglobalhealth.online/ireland/en/services/psychiatry-specialist-consultation,https://www.myglobalhealth.online/ireland/en/services/psychiatry-specialist-consultation,yes,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/ireland/en/services/psychology-specialist-consultation,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-23T21:45:03Z,MOBILE,https://www.myglobalhealth.online/ireland/en/services/psychology-specialist-consultation,https://www.myglobalhealth.online/ireland/en/services/psychology-specialist-consultation,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,5,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-16T12:18:22Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha,https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,4,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-21T17:11:29Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T22:35:56Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby,https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby,yes,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T01:16:37Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online,https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T23:17:51Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online,https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/czechia/cs/services/dusevni-zdravi-online,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T17:05:48Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/dusevni-zdravi-online,,unknown,VERDICT_UNSPECIFIED,,,,1,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/czechia/cs/services/cestovni-medicina-praha,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-20T02:53:20Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/cestovni-medicina-praha,https://www.myglobalhealth.online/czechia/cs/services/cestovni-medicina-praha,yes,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:19:03Z,https://www.myglobalhealth.online/czechia/cs/services/doporuceni-a-vysetreni,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-20T01:37:59Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/doporuceni-a-vysetreni,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-23T17:01:36Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha,https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,3,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/czechia/cs/services/bolesti-pohyboveho-aparatu,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T17:05:42Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/bolesti-pohyboveho-aparatu,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/czechia/cs/services/druhy-nazor-praha,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,3,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/czechia/cs/services/chronicka-onemocneni,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T23:35:11Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/chronicka-onemocneni,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-23T15:54:25Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online,https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/czechia/cs/services/zenske-zdravi-online,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,3,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T10:03:29Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online,https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,3,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-medica,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T23:49:36Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-medica,https://www.myglobalhealth.online/portugal/pt/services/consulta-medica,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,,1,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/portugal/pt/services/baixa-medica,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T13:13:33Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/baixa-medica,https://www.myglobalhealth.online/portugal/pt/services/baixa-medica,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:22:08Z,https://www.myglobalhealth.online/portugal/pt/services/renovacao-de-tratamento,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-27T08:37:49Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante,https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-03T09:32:16Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao,https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/perda-de-peso,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-13T03:17:58Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/perda-de-peso,https://www.myglobalhealth.online/portugal/pt/services/perda-de-peso,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/pediatria-geral,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-22T00:50:01Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/pediatria-geral,https://www.myglobalhealth.online/portugal/pt/services/pediatria-geral,yes,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/gestao-da-dor,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T20:08:49Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/gestao-da-dor,,unknown,VERDICT_UNSPECIFIED,,,,1,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T23:05:55Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/certificados-medicos,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-20T00:33:57Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/certificados-medicos,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/deixar-de-fumar,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T01:33:12Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/deixar-de-fumar,https://www.myglobalhealth.online/portugal/pt/services/deixar-de-fumar,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/medicina-geral-e-familiar,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T18:38:45Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/medicina-geral-e-familiar,https://www.myglobalhealth.online/portugal/pt/services/medicina-geral-e-familiar,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:24:01Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-02T16:21:35Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo,https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/saude-da-mulher,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T21:33:48Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/saude-da-mulher,https://www.myglobalhealth.online/portugal/pt/services/saude-da-mulher,yes,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/saude-do-homem,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T20:52:34Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/saude-do-homem,https://www.myglobalhealth.online/portugal/pt/services/saude-do-homem,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/saude-mental,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T23:07:34Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/saude-mental,https://www.myglobalhealth.online/portugal/pt/services/saude-mental,yes,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/segunda-opiniao-medica,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-23T16:55:27Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/segunda-opiniao-medica,https://www.myglobalhealth.online/portugal/pt/services/segunda-opiniao-medica,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-referenciacao,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,4,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-cardiologia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T22:14:41Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-cardiologia,https://www.myglobalhealth.online/portugal/pt/services/consulta-cardiologia,yes,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-28T18:44:52Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-pediatria,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-07-19T20:17:39Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-pediatria,,unknown,VERDICT_UNSPECIFIED,,,https://www.myglobalhealth.online/sitemap.xml,1,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psicologia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T19:22:11Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psicologia,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psicologia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,4,
2026-09-15T05:25:54Z,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psiquiatria,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-04T06:10:55Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psiquiatria,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psiquiatria,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,2,
2026-09-15T05:27:42Z,https://www.myglobalhealth.online/spain/es/services/consulta-medica-online,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T11:20:50Z,MOBILE,https://www.myglobalhealth.online/spain/es/services/consulta-medica-online,https://www.myglobalhealth.online/spain/es/services/consulta-medica-online,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,https://www.myglobalhealth.online/sitemap.xml,3,
2026-09-15T05:27:42Z,https://www.myglobalhealth.online/spain/es/services/justificante-medico-online,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,unknown,VERDICT_UNSPECIFIED,,,,0,
