inspected_at,url,verdict,coverage_state,indexing_state,robots_txt_state,page_fetch_state,last_crawl_time,crawled_as,google_canonical,user_canonical,canonical_match,mobile_usability_verdict,rich_results_verdict,rich_results_types,sitemap_listed,referring_urls_count,error
2026-09-15T05:16:47Z,https://www.myglobalhealth.online/ireland/en/tools/calorie-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-29T15:45:15Z,MOBILE,https://www.myglobalhealth.online/ireland/en/tools/calorie-calculator,https://www.myglobalhealth.online/ireland/en/tools/calorie-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-07T23:43:30Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/portugal/pt/tools/calorie-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-07T19:00:48Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/tools/calorie-calculator,https://www.myglobalhealth.online/portugal/pt/tools/calorie-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/spain/es/tools/calorie-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-08T17:35:57Z,MOBILE,https://www.myglobalhealth.online/spain/es/tools/calorie-calculator,https://www.myglobalhealth.online/spain/es/tools/calorie-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T18:35:24Z,MOBILE,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/brazil/pt/tools/calorie-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-03T08:59:58Z,MOBILE,https://www.myglobalhealth.online/brazil/pt/tools/calorie-calculator,https://www.myglobalhealth.online/brazil/pt/tools/calorie-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/ireland/en/tools/blood-pressure-chart,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T18:59:49Z,MOBILE,https://www.myglobalhealth.online/ireland/en/tools/blood-pressure-chart,https://www.myglobalhealth.online/ireland/en/tools/blood-pressure-chart,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T17:22:31Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:40:33Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T18:20:50Z,MOBILE,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:18:39Z,https://www.myglobalhealth.online/romania/ro/tools/blood-pressure-chart,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-05T21:47:15Z,MOBILE,https://www.myglobalhealth.online/romania/ro/tools/blood-pressure-chart,https://www.myglobalhealth.online/romania/ro/tools/blood-pressure-chart,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-11T18:13:45Z,MOBILE,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,3,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/ireland/en/tools/due-date-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-29T15:39:20Z,MOBILE,https://www.myglobalhealth.online/ireland/en/tools/due-date-calculator,https://www.myglobalhealth.online/ireland/en/tools/due-date-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:32:32Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:17:52Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator,https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/spain/es/tools/due-date-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T18:22:03Z,MOBILE,https://www.myglobalhealth.online/spain/es/tools/due-date-calculator,https://www.myglobalhealth.online/spain/es/tools/due-date-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:44:25Z,MOBILE,https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator,https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T18:38:23Z,MOBILE,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,4,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/ireland/en/tools/adhd-test,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T18:57:40Z,MOBILE,https://www.myglobalhealth.online/ireland/en/tools/adhd-test,https://www.myglobalhealth.online/ireland/en/tools/adhd-test,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:27:59Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:21:21Z,https://www.myglobalhealth.online/portugal/pt/tools/adhd-test,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T19:56:05Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/tools/adhd-test,https://www.myglobalhealth.online/portugal/pt/tools/adhd-test,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/spain/es/tools/adhd-test,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:26:51Z,MOBILE,https://www.myglobalhealth.online/spain/es/tools/adhd-test,https://www.myglobalhealth.online/spain/es/tools/adhd-test,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/romania/ro/tools/adhd-test,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:12:51Z,MOBILE,https://www.myglobalhealth.online/romania/ro/tools/adhd-test,https://www.myglobalhealth.online/romania/ro/tools/adhd-test,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/brazil/pt/tools/adhd-test,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-07T06:30:44Z,MOBILE,https://www.myglobalhealth.online/brazil/pt/tools/adhd-test,https://www.myglobalhealth.online/brazil/pt/tools/adhd-test,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,4,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/ireland/en/tools/ovulation-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-12T08:40:11Z,MOBILE,https://www.myglobalhealth.online/ireland/en/tools/ovulation-calculator,https://www.myglobalhealth.online/ireland/en/tools/ovulation-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-05T21:50:17Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/portugal/pt/tools/ovulation-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-05T21:49:41Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/tools/ovulation-calculator,https://www.myglobalhealth.online/portugal/pt/tools/ovulation-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/spain/es/tools/ovulation-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:30:13Z,MOBILE,https://www.myglobalhealth.online/spain/es/tools/ovulation-calculator,https://www.myglobalhealth.online/spain/es/tools/ovulation-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:32:30Z,MOBILE,https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator,https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/brazil/pt/tools/ovulation-calculator,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-05T22:25:35Z,MOBILE,https://www.myglobalhealth.online/brazil/pt/tools/ovulation-calculator,https://www.myglobalhealth.online/brazil/pt/tools/ovulation-calculator,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,3,
2026-09-15T05:23:12Z,https://www.myglobalhealth.online/ireland/en/tools/osteoporosis-risk-checker,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T20:09:39Z,MOBILE,https://www.myglobalhealth.online/ireland/en/tools/osteoporosis-risk-checker,https://www.myglobalhealth.online/ireland/en/tools/osteoporosis-risk-checker,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:25:05Z,https://www.myglobalhealth.online/czechia/cs/tools/osteoporosis-risk-checker,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-12T08:40:13Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/tools/osteoporosis-risk-checker,https://www.myglobalhealth.online/czechia/cs/tools/osteoporosis-risk-checker,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:25:05Z,https://www.myglobalhealth.online/portugal/pt/tools/osteoporosis-risk-checker,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-10T06:27:14Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/tools/osteoporosis-risk-checker,https://www.myglobalhealth.online/portugal/pt/tools/osteoporosis-risk-checker,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:25:05Z,https://www.myglobalhealth.online/spain/es/tools/osteoporosis-risk-checker,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-10T09:22:40Z,MOBILE,https://www.myglobalhealth.online/spain/es/tools/osteoporosis-risk-checker,https://www.myglobalhealth.online/spain/es/tools/osteoporosis-risk-checker,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:25:05Z,https://www.myglobalhealth.online/romania/ro/tools/osteoporosis-risk-checker,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-12T22:55:26Z,MOBILE,https://www.myglobalhealth.online/romania/ro/tools/osteoporosis-risk-checker,https://www.myglobalhealth.online/romania/ro/tools/osteoporosis-risk-checker,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:25:05Z,https://www.myglobalhealth.online/brazil/pt/tools/osteoporosis-risk-checker,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-06T19:23:56Z,MOBILE,https://www.myglobalhealth.online/brazil/pt/tools/osteoporosis-risk-checker,https://www.myglobalhealth.online/brazil/pt/tools/osteoporosis-risk-checker,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:25:05Z,https://www.myglobalhealth.online/ireland/en/tools/sore-throat-checker,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,2,
2026-09-15T05:25:05Z,https://www.myglobalhealth.online/czechia/cs/tools/sore-throat-checker,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-11T05:52:37Z,MOBILE,https://www.myglobalhealth.online/czechia/cs/tools/sore-throat-checker,https://www.myglobalhealth.online/czechia/cs/tools/sore-throat-checker,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,10,
