"retrieved_at","url","status","canonical","robots","self_hreflang","hreflang_count","schema_types","title","meta_description","h1"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/doctors","200","https://www.myglobalhealth.online/czechia/cs/doctors","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ItemList|ListItem|MedicalOrganization|Organization|Person|PostalAddress|PropertyValue|Question|WebSite","Lékaři, kteří skutečně zvedají. — Czechia · Global Health","Každý lékař níže je licencovaný v Czechia, ověřený pro online péči a hodnocený pacienty po každé konzultaci.","Lékaři, kteří skutečně zvedají."
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/doctors/dr-ahmed-maklad","200","https://www.myglobalhealth.online/czechia/cs/doctors/dr-ahmed-maklad","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|Organization|Person|PostalAddress|PropertyValue|Question|WebSite","MUDr. Ahmed Maklad — Praktický lékař | ČLK 1176686198 | Global Health Česká republika · Czechia","Rezervujte si video konzultaci s MUDr. Ahmedem Makladem — praktickým lékařem registrovaným u ČLK (č. 1176686198). MUDr. Masarykova univerzita Brno · Chirurgická specializační příprava FN Brno · ACLS · Čeština, angličtina a arabština. Konzultace tento den.","MUDr. Ahmed Maklad"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/doctors/khoiamul-islam","200","https://www.myglobalhealth.online/czechia/cs/doctors/khoiamul-islam","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|Organization|Person|PostalAddress|PropertyValue|Question|WebSite","Dr Khoiamul Islam - Praktický lékař | Global Health · Czechia","Dr Khoiamul Islam je vícejazyčný praktický lékař nabízející komplexní online konzultace v Irsku a Portugalsku prostřednictvím Global Health.","MUDr. Khoiamul Islam"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/doctors/mudr-romana-pavlu","200","https://www.myglobalhealth.online/czechia/cs/doctors/mudr-romana-pavlu","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|Organization|Person|PostalAddress|PropertyValue|Question|WebSite","MUDr. Romana Pavlů — Praktická lékařka | ČLK 5163514190 | Global Health Česká republika","Rezervujte si video konzultaci s MUDr. Romanou Pavlů — praktickou lékařkou registrovanou u ČLK (č. 5163514190). Absolventka FN Ostrava · NHS Royal Free Hospital, Hillingdon, Royal Devon & Exeter · ALS a EPALS · Praha. Konzultace tento den.","MUDr. Romana Pavlů"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/doctors/mudr-vojtech-cerny","200","https://www.myglobalhealth.online/czechia/cs/doctors/mudr-vojtech-cerny","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|Organization|Person|PostalAddress|PropertyValue|Question|WebSite","MUDr. Vojtěch Černý — Praktický lékař | ČLK 1172330197 | Global Health Česká republika","Rezervujte si video konzultaci s MUDr. Vojtěchem Černým — praktickým lékařem registrovaným u ČLK (č. 1172330197). MUDr. UK Praha · Ph.D. kandidát · MBA · urgentní medicína · FN Motol, Na Bulovce, Plzeň. Konzultace tento den.","MUDr. Vojtěch Černý"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/doctors/mudr-yasmin-holz","200","https://www.myglobalhealth.online/czechia/cs/doctors/mudr-yasmin-holz","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|Organization|Person|PostalAddress|PropertyValue|Question|WebSite","MUDr. Yasmin Holz — Praktická lékařka | ČLK 5178823192 | Global Health Česká republika","Rezervujte si video konzultaci s MUDr. Yasmin Holz — praktickou lékařkou registrovanou u ČLK (č. 5178823192). MUDr. Masarykova univerzita Brno · Chirurgická specializační příprava FN Brno · Čeština, angličtina, arabština a hebrejština. Konzultace tento den.","MUDr. Yasmin Holz"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/faq","200","https://www.myglobalhealth.online/czechia/cs/faq","index, follow","yes","3","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|PostalAddress|PropertyValue|Question|WebSite","Časté otázky — Česko · Global Health","Česko — Rezervace, platby, konzultace, ochrana soukromí a situace, kdy online péče není tou správnou cestou. Nenašli jste odpověď? Napište nám.","Odpovědi, bez marketingového žargonu."
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/gp-consultation-online","200","https://www.myglobalhealth.online/czechia/cs/gp-consultation-online","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Online praktický lékař | Registrováno u ČLK | Global Health Česká republika","Konzultujte s praktickým lékařem registrovaným u ČLK z pohodlí domova. eNeschopenka, elektronický recept, doporučení ke specialistovi. Od 650 Kč. Termín ve stejný den.","Online konzultace s praktickým lékařem v Česku"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/legal","200","https://www.myglobalhealth.online/czechia/cs/legal","index, follow","yes","7","BreadcrumbList|ContactPoint|Country|ImageObject|ListItem|MedicalOrganization|PostalAddress|PropertyValue|WebSite","Právní informace. · Czechia · Global Health","Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Czechia.","Právní informace."
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/legal/complaints-procedure","200","https://www.myglobalhealth.online/czechia/cs/legal/complaints-procedure","index, follow","yes","7","ContactPoint|Country|ImageObject|MedicalOrganization|PostalAddress|PropertyValue|WebSite","Postup při stížnostech · Czechia · Global Health","Postup při stížnostech. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Czechia.","Postup při stížnostech"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/legal/medical-disclaimer","200","https://www.myglobalhealth.online/czechia/cs/legal/medical-disclaimer","index, follow","yes","3","ContactPoint|Country|ImageObject|MedicalOrganization|PostalAddress|PropertyValue|WebSite","Zdravotní prohlášení · Czechia · Global Health","Zdravotní prohlášení. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Czechia.","Zdravotní prohlášení"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/legal/privacy-policy","200","https://www.myglobalhealth.online/czechia/cs/legal/privacy-policy","index, follow","yes","7","ContactPoint|Country|ImageObject|MedicalOrganization|PostalAddress|PropertyValue|WebSite","Zásady ochrany osobních údajů · Czechia · Global Health","Zásady ochrany osobních údajů. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Czechia.","Zásady ochrany osobních údajů"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/legal/refund-policy","200","https://www.myglobalhealth.online/czechia/cs/legal/refund-policy","index, follow","yes","7","ContactPoint|Country|ImageObject|MedicalOrganization|PostalAddress|PropertyValue|WebSite","Zásady vracení peněz · Czechia · Global Health","Zásady vracení peněz. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Czechia.","Zásady vracení peněz"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/legal/terms-of-service","200","https://www.myglobalhealth.online/czechia/cs/legal/terms-of-service","index, follow","yes","7","ContactPoint|Country|ImageObject|MedicalOrganization|PostalAddress|PropertyValue|WebSite","Obchodní podmínky · Czechia · Global Health","Obchodní podmínky. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Czechia.","Obchodní podmínky"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/press","200","https://www.myglobalhealth.online/czechia/cs/press","index, follow","yes","7","BreadcrumbList|ContactPoint|Country|ImageObject|ListItem|MedicalOrganization|Organization|PostalAddress|PropertyValue|WebSite","Pro média — Global Health Česko","Informace pro média o Global Health v Česko: kdo službu provozuje, jak je regulována, na jakých trzích působíme a jak kontaktovat naše tiskové oddělení.","Pro média"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/pricing","200","https://www.myglobalhealth.online/czechia/cs/pricing","index, follow","yes","7","BreadcrumbList|ContactPoint|Country|ImageObject|ListItem|MedicalOrganization|PostalAddress|PropertyValue|WebSite","Vyberte si svůj měsíční plán · Česko · Global Health","Měsíční online péče praktického lékaře s kredity na konzultace, slevami u specialistů a odměnami za wellness, s cenami pro zemi Česko.","Péče, která se obnovuje s vámi"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/bolesti-pohyboveho-aparatu","200","https://www.myglobalhealth.online/czechia/cs/services/bolesti-pohyboveho-aparatu","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Pohybové a bolestivé potíže online | Záda, klouby, ischias | Lékař na videu","Posouzení bolesti zad, kloubů, ischiasu nebo svalového zranění. Lékař registrovaný v ČLK posoudí váš pohybový aparát přes bezpečný videohovor. Termín ve stejný den.","Pohybové a bolestivé potíže — lékařská konzultace online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/cestovni-medicina-praha","200","https://www.myglobalhealth.online/czechia/cs/services/cestovni-medicina-praha","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Cestovní medicína online | Předpis na malárii a příprava na cestu","Zdravotní příprava na cesty do oblastí s malárií. Antimalarika jsou léky na předpis — v očkovacím centru je nedostanete. Lékař registrovaný v ČLK posoudí rizika a vystaví eRecept. Termín ještě dnes.","Cestovní medicína — předpis na malárii a příprava na cestu online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/chronicka-onemocneni","200","https://www.myglobalhealth.online/czechia/cs/services/chronicka-onemocneni","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Organization|Person|PostalAddress|PropertyValue|Question|WebSite","Chronická onemocnění online | Hypertenze, diabetes, štítná žláza | Lékař na videu","Správa dlouhodobých onemocnění s průběžnou péčí. Lékař registrovaný v ČLK nabízí strukturovanou správu chronických stavů přes videohovor. Bez čekárny, termín ihned.","Chronická onemocnění — průběžná lékařská péče online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online","200","https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Dětský lékař online | Konzultace pro děti | Videohovor ihned","Rychlé lékařské konzultace pro nemocné děti, bez čekání. Lékař registrovaný v ČLK posoudí zdravotní stav vašeho dítěte přes bezpečný videohovor. Termín ve stejný den, odkudkoli z České republiky.","Dětský lékař online — konzultace pro děti ve stejný den"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/doporuceni-a-vysetreni","200","https://www.myglobalhealth.online/czechia/cs/services/doporuceni-a-vysetreni","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Doporučení ke specialistovi online | Žádanky na vyšetření | Lékař na videu","Doporučení k soukromému specialistovi, žádanky na krevní testy a zobrazovací metody. Lékař registrovaný v ČLK vydá klinickou dokumentaci po posouzení. Termín ihned.","Doporučení ke specialistovi a žádanky na vyšetření — online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/druhy-nazor-praha","200","https://www.myglobalhealth.online/czechia/cs/services/druhy-nazor-praha","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Druhý lékařský názor online | Vysvětlíme vám diagnózu | Lékař na videu","Nezávislý druhý názor na diagnózu nebo léčebný plán, s jasným vysvětlením. Lékař registrovaný v ČLK posoudí váš případ přes videohovor. Termín ještě dnes.","Druhý lékařský názor — nezávislé posouzení vaší diagnózy online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/dusevni-zdravi-online","200","https://www.myglobalhealth.online/czechia/cs/services/dusevni-zdravi-online","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Duševní zdraví online | Úzkost, deprese, vyhoření | Lékař na videu","Diskrétní posouzení úzkosti, deprese a dalších duševních obtíží. Lékař registrovaný v ČLK posoudí vaši situaci přes bezpečný videohovor. Diskrétní konzultace, termín ještě dnes.","Duševní zdraví — lékařská konzultace online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online","200","https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Hubnutí s lékařem online | Metabolická konzultace | eRecept","Medicínský management hmotnosti nad rámec diety a pohybu. Lékař registrovaný v ČLK posoudí metabolické a hormonální příčiny a sestaví individuální plán. Videokonsultace, termín ještě dnes.","Nadváha a hubnutí — lékařská konzultace online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha","200","https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Kožní konzultace online | Vyrážka, ekzém, akné | Lékař na videu","Posouzení vyrážky, ekzému, akné a dalších kožních problémů. Lékař registrovaný v ČLK posoudí váš stav přes bezpečný videohovor. Termín ještě dnes, odkudkoli z České republiky.","Kožní konzultace online — bez čekání na dermatologa"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha","200","https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Videokonsultace s lékařem, který má na vás čas","Lékař online, který vysvětlí diagnózu, probere s vámi možnosti a odpoví na vaše otázky. Bez čekárny, bez šablony. Objednejte se ještě dnes.","Videokonsultace s lékařem, který má na vás čas"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online","200","https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Zdraví mužů online | Erektilní dysfunkce, testosteron | Lékař na videu","Diskrétní posouzení erektilní dysfunkce, nízkého testosteronu nebo sníženého libida. Lékař registrovaný v ČLK posoudí příčiny a navrhne řešení. Diskrétní videokonzultace, termín ještě dnes.","Zdraví mužů — lékařská konzultace online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online","200","https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","eNeschopenka online | Lékař na videu, neschopenka ihned","eNeschopenka vystavená online, bez čekárny. Lékař registrovaný v ČLK posoudí vaše příznaky na videu a vystaví eNeschopenku elektronicky, je-li to klinicky odůvodněno. Termín ještě dnes.","eNeschopenka online — lékař na videu, bez čekárny"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby","200","https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Obnova léčby online | eRecept bez čekání | Lékař na videu","Obnova stabilní, fungující léčby s klinickým posouzením. Lékař registrovaný v ČLK posoudí vaši léčbu na videu a vystaví eRecept, je-li to klinicky indikováno. Termín ještě dnes.","Obnova léčby online — bez čekárny, s eRecepty"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online","200","https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Konzultace vypadávání vlasů online | Lékař na videu | eRecept","Posouzení příčiny vypadávání vlasů nebo řídnutí. Lékař registrovaný v ČLK posoudí příčinu a poradí léčbu na základě důkazů. Videokonsultace, termín ještě dnes.","Vypadávání vlasů — lékařská konzultace online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/services/zenske-zdravi-online","200","https://www.myglobalhealth.online/czechia/cs/services/zenske-zdravi-online","index, follow","yes","7","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|MedicalWebPage|Offer|Organization|Person|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","Zdraví žen online | Hormony, antikoncepce, menopauza | Lékař na videu","Diskrétní posouzení PCOS, hormonálních obtíží, menopauzy a dalších zdravotních obav žen. Lékař registrovaný v ČLK posoudí vaši situaci přes bezpečný videohovor. Diskrétní konzultace, termín ještě dnes.","Zdraví žen — lékařská konzultace online"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/tools/adhd-test","200","https://www.myglobalhealth.online/czechia/cs/tools/adhd-test","index, follow","yes","34","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalWebPage|PostalAddress|PropertyValue|Question|WebSite","ADHD Test Česko | Bezplatný Screening Pro Dospělé","Vyplňte screeningový test ADHD pro dospělé o šesti otázkách (ASRS v1.1, část A) a zjistěte, co vaše odpovědi znamenají. Výsledek screeningu není diagnóza — tu stanoví jen psychiatr nebo klinický psycholog.","ADHD test Česko"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart","200","https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart","index, follow","yes","34","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalWebPage|PostalAddress|PropertyValue|Question|WebSite","Kalkulačka Krevního Tlaku Česko | Tabulka Normálních Hodnot","Zadejte systolický a diastolický tlak a hned uvidíte kategorii podle evropské tabulky pro dospělé — co hodnota znamená a které vyžadují lékaře ještě týž den.","Normální krevní tlak Česko"
"2026-08-31T21:05:37.2770552Z","https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator","200","https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator","index, follow","yes","34","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalWebPage|PostalAddress|PropertyValue|Question|WebSite","BMI Kalkulačka Česko | Výpočet BMI Online · Global Health","Spočítejte si index tělesné hmotnosti během několika sekund. Metrické i imperiální jednotky, kategorie WHO pro dospělé a co váš výsledek ve skutečnosti znamená.","BMI kalkulačka Česko"
