page,clicks,impressions,ctr,position
https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,366,0,38.18852459016394
https://www.myglobalhealth.online/czechia/cs/tools/osteoporosis-risk-checker,0,4,0,7.5
https://www.myglobalhealth.online/czechia/de/blog/arzt-online-tschechien-was-moeglich-ist,0,7,0,5.285714285714286
https://www.myglobalhealth.online/czechia/de/book,0,2,0,8.5
https://www.myglobalhealth.online/czechia/de/doctors/khoiamul-islam,0,1,0,10
https://www.myglobalhealth.online/czechia/de/legal/refund-policy,0,6,0,6.5
https://www.myglobalhealth.online/czechia/de/legal/terms-of-service,0,2,0,8
https://www.myglobalhealth.online/czechia/de/services/cestovni-medicina-praha,0,7,0,37.57142857142857
https://www.myglobalhealth.online/czechia/de/services/detsky-lekar-online,0,7,0,8.142857142857142
https://www.myglobalhealth.online/czechia/de/services/doporuceni-a-vysetreni,0,9,0,9.444444444444445
https://www.myglobalhealth.online/czechia/de/services/druhy-nazor-praha,0,3,0,96.33333333333333
https://www.myglobalhealth.online/czechia/de/services/dusevni-zdravi-online,0,2,0,9
https://www.myglobalhealth.online/czechia/de/services/kozni-konzultace-praha,0,3,0,7.333333333333333
https://www.myglobalhealth.online/czechia/de/services/muzske-zdravi-online,0,2,0,9
https://www.myglobalhealth.online/czechia/de/services/neschopenka-online,0,11,0,5.363636363636363
https://www.myglobalhealth.online/czechia/de/services/vypadavani-vlasu-online,0,8,0,25
https://www.myglobalhealth.online/czechia/de/services/zenske-zdravi-online,0,5,0,19
https://www.myglobalhealth.online/czechia/de/tools/adhd-test,0,1,0,1
https://www.myglobalhealth.online/czechia/de/tools/blood-pressure-chart,0,8,0,9.75
https://www.myglobalhealth.online/czechia/de/tools/bmi-calculator,0,2,0,6.5
https://www.myglobalhealth.online/czechia/de/tools/calorie-calculator,0,3,0,5
https://www.myglobalhealth.online/czechia/de/tools/ovulation-calculator,0,1,0,65
https://www.myglobalhealth.online/czechia/en/about,0,29,0,5.931034482758621
https://www.myglobalhealth.online/czechia/en/blog,0,8,0,32.625
https://www.myglobalhealth.online/czechia/en/blog/diabetes-the-silent-disease-3,0,4,0,5.5
https://www.myglobalhealth.online/czechia/en/book,0,4,0,11.75
https://www.myglobalhealth.online/czechia/en/doctors,0,14,0,9.571428571428571
https://www.myglobalhealth.online/czechia/en/doctors/dr-ahmed-maklad,0,8,0,9.125
https://www.myglobalhealth.online/czechia/en/faq,0,11,0,9.727272727272727
https://www.myglobalhealth.online/czechia/en/health/neschopenka-online,0,6,0,5.333333333333333
https://www.myglobalhealth.online/czechia/en/legal/complaints-procedure,0,19,0,9.578947368421053
https://www.myglobalhealth.online/czechia/en/legal/medical-disclaimer,0,9,0,9
https://www.myglobalhealth.online/czechia/en/legal/privacy-policy,0,4,0,52.75
https://www.myglobalhealth.online/czechia/en/legal/terms-of-service,0,25,0,10
https://www.myglobalhealth.online/czechia/en/pricing,0,7,0,11
https://www.myglobalhealth.online/czechia/en/services/bolesti-pohyboveho-aparatu,0,2,0,4
https://www.myglobalhealth.online/czechia/en/services/cestovni-medicina-praha,0,6,0,5.833333333333333
https://www.myglobalhealth.online/czechia/en/services/chronicka-onemocneni,0,4,0,4.75
https://www.myglobalhealth.online/czechia/en/services/detsky-lekar-online,0,14,0,6.785714285714286
https://www.myglobalhealth.online/czechia/en/services/doporuceni-a-vysetreni,0,11,0,10.636363636363637
https://www.myglobalhealth.online/czechia/en/services/dusevni-zdravi-online,0,50,0,7.24
https://www.myglobalhealth.online/czechia/en/services/kontrola-vahy-online,0,2,0,3
https://www.myglobalhealth.online/czechia/en/services/kozni-konzultace-praha,0,14,0,8.571428571428571
https://www.myglobalhealth.online/czechia/en/services/obnoveni-lecby,0,18,0,7.888888888888889
https://www.myglobalhealth.online/czechia/en/services/paediatric-gp-online,0,27,0,6
https://www.myglobalhealth.online/czechia/en/services/travel-health-prague,0,33,0,9.727272727272727
https://www.myglobalhealth.online/czechia/en/services/vypadavani-vlasu-online,0,1,0,3
https://www.myglobalhealth.online/czechia/en/services/weight-management-online,0,2,0,5.5
https://www.myglobalhealth.online/czechia/en/tools/adhd-test,0,8,0,68.375
https://www.myglobalhealth.online/czechia/en/tools/calorie-calculator,0,3,0,16.333333333333336
https://www.myglobalhealth.online/czechia/en/tools/due-date-calculator,0,1,0,12
https://www.myglobalhealth.online/czechia/en/tools/osteoporosis-risk-checker,0,52,0,68.53846153846153
https://www.myglobalhealth.online/czechia/en/tools/ovulation-calculator,0,3,0,48.666666666666664
https://www.myglobalhealth.online/czechia/es,0,40,0,36.575
https://www.myglobalhealth.online/czechia/es/about,0,3,0,32.66666666666667
https://www.myglobalhealth.online/czechia/es/blog,0,3,0,24.333333333333332
https://www.myglobalhealth.online/czechia/es/blog/diabetes-ticha-nemoc,0,51,0,21.470588235294116
https://www.myglobalhealth.online/czechia/es/blog/medico-online-chequia-que-resuelve,0,1,0,5
https://www.myglobalhealth.online/czechia/es/blog/neschopenka-baja-medica-en-chequia,0,5,0,5.8
https://www.myglobalhealth.online/czechia/es/doctors,0,5,0,8
https://www.myglobalhealth.online/czechia/es/doctors/khoiamul-islam,0,1,0,3
https://www.myglobalhealth.online/czechia/es/general-consultation,0,1,0,75
https://www.myglobalhealth.online/czechia/es/gp-consultation-online,0,3,0,7.333333333333333
https://www.myglobalhealth.online/czechia/es/legal/complaints-procedure,0,5,0,11.4
https://www.myglobalhealth.online/czechia/es/services/bolesti-pohyboveho-aparatu,0,3,0,67
https://www.myglobalhealth.online/czechia/es/services/cestovni-medicina-praha,0,3,0,3.6666666666666665
https://www.myglobalhealth.online/czechia/es/services/detsky-lekar-online,0,2,0,15
https://www.myglobalhealth.online/czechia/es/services/doporuceni-a-vysetreni,0,3,0,3.6666666666666665
https://www.myglobalhealth.online/czechia/es/services/druhy-nazor-praha,0,2,0,16
https://www.myglobalhealth.online/czechia/es/services/dusevni-zdravi-online,0,1,0,2
https://www.myglobalhealth.online/czechia/es/services/lekar-online-praha,0,3,0,4.333333333333334
https://www.myglobalhealth.online/czechia/es/services/neschopenka-online,0,3,0,4.333333333333334
https://www.myglobalhealth.online/czechia/es/services/obnoveni-lecby,0,2,0,1
https://www.myglobalhealth.online/czechia/es/services/vypadavani-vlasu-online,0,3,0,55.666666666666664
https://www.myglobalhealth.online/czechia/es/tools/blood-pressure-chart,0,18,0,8.722222222222221
https://www.myglobalhealth.online/czechia/es/tools/calorie-calculator,0,6,0,9.333333333333334
https://www.myglobalhealth.online/czechia/es/tools/due-date-calculator,0,1,0,9
https://www.myglobalhealth.online/czechia/pt,0,14,0,6.142857142857143
https://www.myglobalhealth.online/czechia/pt/about,0,3,0,6
https://www.myglobalhealth.online/czechia/pt/blog/diabetes-ticha-nemoc,0,20,0,43.2
https://www.myglobalhealth.online/czechia/pt/blog/medico-online-chequia-o-que-resolve,0,3,0,6.333333333333333
https://www.myglobalhealth.online/czechia/pt/blog/neschopenka-baixa-medica-na-chequia,0,3,0,6
https://www.myglobalhealth.online/czechia/pt/contact,0,2,0,5.5
https://www.myglobalhealth.online/czechia/pt/doctors,0,4,0,6.5
https://www.myglobalhealth.online/czechia/pt/doctors/dr-ahmed-maklad,0,6,0,4.833333333333334
https://www.myglobalhealth.online/czechia/pt/general-consultation,0,4,0,17.75
https://www.myglobalhealth.online/czechia/pt/gp-consultation-online,0,2,0,47.5
https://www.myglobalhealth.online/czechia/pt/health/neschopenka-online,0,3,0,5.666666666666667
https://www.myglobalhealth.online/czechia/pt/legal/complaints-procedure,0,4,0,16.5
https://www.myglobalhealth.online/czechia/pt/legal/cookie-policy,0,2,0,6.5
https://www.myglobalhealth.online/czechia/pt/legal/medical-disclaimer,0,2,0,2
https://www.myglobalhealth.online/czechia/pt/legal/privacy-policy,0,1,0,2
https://www.myglobalhealth.online/czechia/pt/services/bolesti-pohyboveho-aparatu,0,1,0,220
https://www.myglobalhealth.online/czechia/pt/services/cestovni-medicina-praha,0,12,0,19.416666666666668
https://www.myglobalhealth.online/czechia/pt/services/detsky-lekar-online,0,4,0,10
https://www.myglobalhealth.online/czechia/pt/services/doporuceni-a-vysetreni,0,4,0,7
https://www.myglobalhealth.online/czechia/pt/services/druhy-nazor-praha,0,1,0,11
https://www.myglobalhealth.online/czechia/pt/services/dusevni-zdravi-online,0,2,0,68.5
https://www.myglobalhealth.online/czechia/pt/services/kontrola-vahy-online,0,2,0,9.5
https://www.myglobalhealth.online/czechia/pt/services/lekar-online-praha,0,4,0,9.75
https://www.myglobalhealth.online/czechia/pt/services/muzske-zdravi-online,0,1,0,9
https://www.myglobalhealth.online/czechia/pt/services/paediatric-gp-online,0,3,0,10
https://www.myglobalhealth.online/czechia/pt/services/zenske-zdravi-online,0,2,0,23.5
https://www.myglobalhealth.online/czechia/pt/tools/adhd-test,0,5,0,9
https://www.myglobalhealth.online/czechia/pt/tools/blood-pressure-chart,0,5,0,6.2
https://www.myglobalhealth.online/czechia/pt/tools/calorie-calculator,0,4,0,10.5
https://www.myglobalhealth.online/czechia/pt/tools/due-date-calculator,0,1,0,11
https://www.myglobalhealth.online/czechia/pt/tools/osteoporosis-risk-checker,0,2,0,6
https://www.myglobalhealth.online/czechia/ro/blog,0,1,0,60
https://www.myglobalhealth.online/czechia/ro/blog/diabetes-ticha-nemoc,0,2,0,100.5
https://www.myglobalhealth.online/czechia/ro/blog/medic-online-cehia-ce-rezolva,0,4,0,25.5
https://www.myglobalhealth.online/czechia/ro/blog/neschopenka-concediu-medical-in-cehia,0,4,0,6.25
https://www.myglobalhealth.online/czechia/ro/contact,0,2,0,6
https://www.myglobalhealth.online/czechia/ro/doctors,0,1,0,4
https://www.myglobalhealth.online/czechia/ro/gp-consultation-online,0,2,0,1
https://www.myglobalhealth.online/czechia/ro/health/neschopenka-online,0,7,0,13.142857142857142
https://www.myglobalhealth.online/czechia/ro/legal,0,1,0,54
https://www.myglobalhealth.online/czechia/ro/legal/cookie-policy,0,2,0,12
https://www.myglobalhealth.online/czechia/ro/legal/medical-disclaimer,0,7,0,5.571428571428571
https://www.myglobalhealth.online/czechia/ro/legal/privacy-policy,0,2,0,4.5
https://www.myglobalhealth.online/czechia/ro/legal/terms-of-service,0,1,0,18
https://www.myglobalhealth.online/czechia/ro/services/bolesti-pohyboveho-aparatu,0,1,0,8
https://www.myglobalhealth.online/czechia/ro/services/cestovni-medicina-praha,0,2,0,4.5
https://www.myglobalhealth.online/czechia/ro/services/detsky-lekar-online,0,2,0,8
https://www.myglobalhealth.online/czechia/ro/services/doporuceni-a-vysetreni,0,2,0,9
https://www.myglobalhealth.online/czechia/ro/services/dusevni-zdravi-online,0,1,0,7
https://www.myglobalhealth.online/czechia/ro/services/kozni-konzultace-praha,0,1,0,1
https://www.myglobalhealth.online/czechia/ro/services/lekar-online-praha,0,4,0,6.5
https://www.myglobalhealth.online/czechia/ro/services/neschopenka-online,0,16,0,5.9375
https://www.myglobalhealth.online/czechia/ro/services/obnoveni-lecby,0,1,0,6
https://www.myglobalhealth.online/czechia/ro/tools/adhd-test,0,3,0,40.333333333333336
https://www.myglobalhealth.online/czechia/ro/tools/blood-pressure-chart,0,4,0,11.75
https://www.myglobalhealth.online/czechia/ro/tools/bmi-calculator,0,11,0,24.636363636363637
https://www.myglobalhealth.online/czechia/ro/tools/calorie-calculator,0,1,0,7
https://www.myglobalhealth.online/czechia/ro/tools/due-date-calculator,0,1,0,9
https://www.myglobalhealth.online/czechia/ro/tools/ovulation-calculator,0,1,0,30

