"url","locale","source_status","review_status","reviewer_name","reviewed_at","approved_sha256","draft_sha256","claims_requiring_review","source","notes"
"https://www.myglobalhealth.online/romania/cs/services/sanatate-mintala-online","cs","current public source captured","editorial/source review complete; publication pending","","","","36e4f9fac2a93e06a68e9719805b3718eab43e888ebe606f51f1a985e388ff87","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatate-mintala-online-CS.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/cs/services/sanatatea-barbatului-online","cs","current public source captured","editorial/source review complete; publication pending","","","","9e21ccf4ade0f956d071583a314c549a1704e740a0aaacf77da1fdc16e61a7cb","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatatea-barbatului-online-CS.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/cs/services/sanatatea-femeii-online","cs","current public source captured","editorial/source review complete; publication pending","","","","73ba5c17026678eeb6fdd286f764ec0585fe6e82b58bc42b134768249b6cdf3c","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatatea-femeii-online-CS.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/cs/services/trimiteri-si-investigatii","cs","current public source captured","editorial/source review complete; publication pending","","","","11a4cc339457bd3c413d42a7b0ad7f53deb4111f0ad5a3e3f46fbbee5326370e","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-trimiteri-si-investigatii-CS.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/doctors/dr-alexandra-palaga","de","current public source captured","editorial/source review complete; publication pending","","","","bc84e86a1dad6f1ec3bab7d8aae895b5b3cc57d05a5f0529d06cbe72fafde542","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-alexandra-palaga-DE.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/de/doctors/dr-andreea-lorena-bica","de","current public source captured","editorial/source review complete; publication pending","","","","add422eab23c784f15ca6c605abb73dd145ef6f1d0359e22960d82e711ae1b43","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-andreea-lorena-bica-DE.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/de/doctors/dr-robert-gabriel-brindus","de","current public source captured","editorial/source review complete; publication pending","","","","a27af776551b27633d53ed4a493675223c26706dc0e04c217ccbf9b039b78ad1","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-robert-gabriel-brindus-DE.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/de/services/a-doua-opinie-medicala","de","current public source captured","editorial/source review complete; publication pending","","","","8d268dd2bc655ba605ab7c7be1915053d03cdb7290bb2206a5ef661f49588b3c","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-a-doua-opinie-medicala-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/boli-cronice-online","de","current public source captured","editorial/source review complete; publication pending","","","","b0599095f17d413f8102afc2156f362d9dc363c5cc097ebe066d2984592af450","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-boli-cronice-online-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/caderea-parului-online","de","current public source captured","editorial/source review complete; publication pending","","","","ce311c18bfc45a6e3b4c2c9b166fa0f3dff79339c48244c9ef421404a5903376","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-caderea-parului-online-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/consultatie-dermatologica","de","current public source captured","editorial/source review complete; publication pending","","","","770a31c65afcac0c6b1cca8a89ffd6957e0250c3e65b8102352f5fc258240049","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-dermatologica-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/consultatie-neurologie","de","current public source captured","editorial/source review complete; publication pending","","","","5b3f07f3e79951a39d92b038eae7b39135cc5ca07fe7da127b3329ab5c03bdbc","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-neurologie-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/consultatie-pediatrie","de","current public source captured","editorial/source review complete; publication pending","","","","0a01811a38ff50b113e0ad3c4dba807a78f9efb8943f6cf73214b09e8852850f","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-pediatrie-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/controlul-greutatii","de","current public source captured","editorial/source review complete; publication pending","","","","4905e52fd38adaaa58f0d97a622abaf0d3d3424e6c914957995f5aec0781dd25","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-controlul-greutatii-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/dureri-musculo-scheletice","de","current public source captured","editorial/source review complete; publication pending","","","","4afb88b38875837797ab975ca94c7c2fec50b8fef11389629cac00b93ed73f03","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-dureri-musculo-scheletice-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/evaluare-durere","de","current public source captured","operations hold","","","","","clinical scope, document eligibility, removal of old embedded claims","","No assigned approved doctor. Do not market or draft as bookable; operational decision needed."
"https://www.myglobalhealth.online/romania/de/services/medic-online-romania","de","current public source captured","editorial/source review complete; publication pending","","","","5428cb1ef6253cad29cf8409043d51388f73c34d7cdaafec9641c333a422e03f","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-medic-online-romania-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/medic-pediatru-online","de","current public source captured","editorial/source review complete; publication pending","","","","6f1294e36fe327ac9b9bf1d529a114084cddf4716448042f5ba097c7a25fec8b","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-medic-pediatru-online-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/medicina-calatoriei","de","current public source captured","editorial/source review complete; publication pending","","","","c49a95df4b597a299b5fdf001e6614465405ccb0e513a5587d7e98490adbc347","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-medicina-calatoriei-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/reinnoire-tratament","de","current public source captured","editorial/source review complete; publication pending","","","","902b19c946188dac1c38e547e5495af09a95ce64e090a52c3309813ae0a35e90","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-reinnoire-tratament-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/sanatate-mintala-online","de","current public source captured","editorial/source review complete; publication pending","","","","f661ace3843890351989c5c358483efe0945e7d80c471f6dbdbdfa3bc87932b1","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatate-mintala-online-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/sanatatea-barbatului-online","de","current public source captured","editorial/source review complete; publication pending","","","","e20817cdaada7592b6474dc0e852fc8c726ad30aaff90f74b01d46a8c26be217","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatatea-barbatului-online-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/sanatatea-femeii-online","de","current public source captured","editorial/source review complete; publication pending","","","","a372926fdd6d1aecc3ec3e1ca63212d176e164f0afb94de4b6a7f927f8f3f1aa","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatatea-femeii-online-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/de/services/trimiteri-si-investigatii","de","current public source captured","editorial/source review complete; publication pending","","","","faab36ac9fba4b8001259c9849bc6e7bea694e8588325b56258bab22600afd64","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-trimiteri-si-investigatii-DE.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/doctors/dr-alexandra-palaga","en","current public source captured","editorial/source review complete; publication pending","","","","f7e77f9a522f6207618cf430bc56586b1a647d7bfabf422c861b3e6bac08ae9a","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-alexandra-palaga-EN.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/en/doctors/dr-andreea-lorena-bica","en","current public source captured","editorial/source review complete; publication pending","","","","6488d3732d97bce25bc2067dc98e3932dc22565814aa062312e1abdf217d85bf","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-andreea-lorena-bica-EN.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/en/doctors/dr-robert-gabriel-brindus","en","current public source captured","editorial/source review complete; publication pending","","","","7d81525faec7a62873d7947486108bfb09b0194e3744c34f9ede162385d1b2c1","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-robert-gabriel-brindus-EN.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/en/services/a-doua-opinie-medicala","en","current public source captured","editorial/source review complete; publication pending","","","","45cfb45df998c77c236ab6d20cbc8a781cf452f75220c487e3ddebc753fae919","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-a-doua-opinie-medicala-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/boli-cronice-online","en","current public source captured","editorial/source review complete; publication pending","","","","c186efb09125f029b277d6c968a78f4f6ecceaa3581db66412e7b76f1923241c","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-boli-cronice-online-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/caderea-parului-online","en","current public source captured","editorial/source review complete; publication pending","","","","5fd0a10138d88db793bd2ead9dba808de3b98e4cff603a5b23abb17273ca47e1","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-caderea-parului-online-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/consultatie-dermatologica","en","current public source captured","editorial/source review complete; publication pending","","","","cdf0cd21f593d4c062033c5c9e263608a6112cce2ab0a9774b5f8c40aa5ecd62","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-dermatologica-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/consultatie-neurologie","en","current public source captured","editorial/source review complete; publication pending","","","","3725a0ab4ef599f8e214b889438cb0fe93521719ed4da6521556eb6ec04c25ef","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-neurologie-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/consultatie-pediatrie","en","current public source captured","editorial/source review complete; publication pending","","","","68b21945c04bee09479e022c3d46b421759ffa544d08b83dd1e0e042f3053935","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-pediatrie-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/controlul-greutatii","en","current public source captured","editorial/source review complete; publication pending","","","","1c54c9a2889eb298e152a33fc4c21acac9866e808b3caff4cab47f5f6995d1f9","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-controlul-greutatii-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/dureri-musculo-scheletice","en","current public source captured","editorial/source review complete; publication pending","","","","d7ee82954317e36d3d2beac12efabdabb261ab3e2095ee8be206069721d85793","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-dureri-musculo-scheletice-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/evaluare-durere","en","current public source captured","operations hold","","","","","clinical scope, document eligibility, removal of old embedded claims","","No assigned approved doctor. Do not market or draft as bookable; operational decision needed."
"https://www.myglobalhealth.online/romania/en/services/medic-online-romania","en","current public source captured","editorial/source review complete; publication pending","","","","acc02837ba5c17f409651208923ff6d2e99a7d0f004daced9002b8312305cb97","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-medic-online-romania-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/medic-pediatru-online","en","current public source captured","editorial/source review complete; publication pending","","","","d9af034fac9f6314b0da990cd61b75aac138bcf6191bc53e6ac6a6eb8db87283","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-medic-pediatru-online-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/medicina-calatoriei","en","current public source captured","editorial/source review complete; publication pending","","","","180b3e20946a3281d7ed0a4d8e7fc7168d5fc71b0af7050935a6c6b2c760fee3","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-medicina-calatoriei-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/reinnoire-tratament","en","current public source captured","editorial/source review complete; publication pending","","","","7c5f3ba6718386203bf198089f705c659f3ab1e17b78e77e7c27cd097da410ff","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-reinnoire-tratament-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/sanatate-mintala-online","en","current public source captured","editorial/source review complete; publication pending","","","","40252be8fb2156ed88c35c97f3b86a50a498bd6b159bef1b3eb11266a286429d","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatate-mintala-online-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/sanatatea-barbatului-online","en","current public source captured","editorial/source review complete; publication pending","","","","e4f3500f041b423387838612e7b4cb925bc719831ac48089385093facd754762","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatatea-barbatului-online-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/sanatatea-femeii-online","en","current public source captured","editorial/source review complete; publication pending","","","","fdf6320d5ad894789145427e09447da66857d7506ae8aa94e1df70b1a85ebf63","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-sanatatea-femeii-online-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/en/services/trimiteri-si-investigatii","en","current public source captured","editorial/source review complete; publication pending","","","","0a6d38ded80ee28b176094b6bf86b34860e6597dce9df47d185a2a2520663106","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-trimiteri-si-investigatii-EN.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/doctors/dr-alexandra-palaga","es","current public source captured","editorial/source review complete; publication pending","","","","23802414916a775cb5009bcb447572ef487aea79d99cf93a276d92ff95e00be8","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-alexandra-palaga-ES.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/es/doctors/dr-andreea-lorena-bica","es","current public source captured","editorial/source review complete; publication pending","","","","9c33126b80ad1083768fa454c8a17da9fb783b21409373ae46d83cc96c910ed6","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-andreea-lorena-bica-ES.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/es/doctors/dr-robert-gabriel-brindus","es","current public source captured","editorial/source review complete; publication pending","","","","5da0c5afa73befc9a126b3e4858ba6a7ebdc9dfc4428f1b990faa11f14040fdb","credentials, regulated specialty, cross-market FAQ ownership","raw/api/doctors-dr-robert-gabriel-brindus-ES.json","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence."
"https://www.myglobalhealth.online/romania/es/services/a-doua-opinie-medicala","es","current public source captured","editorial/source review complete; publication pending","","","","c3a4b1aa625899ea890d29380032f0763e86937af89406cf819fb3a3a07c1aef","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-a-doua-opinie-medicala-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/boli-cronice-online","es","current public source captured","editorial/source review complete; publication pending","","","","b0626d127918d1512480ff2bc4ad3b35ad0de502a9a62cfaebced4999c0d8308","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-boli-cronice-online-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/caderea-parului-online","es","current public source captured","editorial/source review complete; publication pending","","","","fb2270d8fd43757d65305023405cb782d7817cac064f20887d9e396d5f3ef5bb","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-caderea-parului-online-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/consultatie-dermatologica","es","current public source captured","editorial/source review complete; publication pending","","","","daa0cd2bc3e88fb38d705b7d2c0a32f6816cce9a2631db4cdb1273f9d167c8d6","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-dermatologica-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/consultatie-neurologie","es","current public source captured","editorial/source review complete; publication pending","","","","b9e4713d64263ecdbd3810dc0a38d5aa06dc8e86316fe58249a288438b9f4333","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-neurologie-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/consultatie-pediatrie","es","current public source captured","editorial/source review complete; publication pending","","","","dd401f3964addde88d6c8e925f700bb818ff831bd031bde934e43718a4c17a12","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-consultatie-pediatrie-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/controlul-greutatii","es","current public source captured","editorial/source review complete; publication pending","","","","d3886b521c0cbb8dda3004b8b57e65378860ecc035ffd60d441b08ce49572b8e","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-controlul-greutatii-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/dureri-musculo-scheletice","es","current public source captured","editorial/source review complete; publication pending","","","","359f924ccc9a6ee23abaed4cf5329634681bdef3a8bcb18fc283f21656c83612","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-dureri-musculo-scheletice-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/evaluare-durere","es","current public source captured","operations hold","","","","","clinical scope, document eligibility, removal of old embedded claims","","No assigned approved doctor. Do not market or draft as bookable; operational decision needed."
"https://www.myglobalhealth.online/romania/es/services/medic-online-romania","es","current public source captured","editorial/source review complete; publication pending","","","","50bcb2a85d1ab86bf0b1afc1501c7f13e3fe64baad5465cb72d8191b7634f964","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-medic-online-romania-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
"https://www.myglobalhealth.online/romania/es/services/medic-pediatru-online","es","current public source captured","editorial/source review complete; publication pending","","","","4925b911147bb086ed98a746bc85ef08687ef4b49a60996b4baf075d07782005","clinical scope, document eligibility, removal of old embedded claims","raw/api/services-medic-pediatru-online-ES.json","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted."
