"url","http_status","indexable","canonical","page_type","title","meta_description","h1","word_count","schema_types","internal_links_in","internal_links_out","sitemap_inclusion","last_modified","primary_conversion_action","suspected_primary_topic","potential_seo_issue","observed_at"
"https://www.myglobalhealth.online/ireland/en/services/second-opinion-consultation","200","true","https://www.myglobalhealth.online/ireland/en/services/second-opinion-consultation","commercial service","Second Opinion Consultation Ireland | Independent Doctor Online","Independent second opinions on a diagnosis or treatment plan. Our Irish-registered doctors provide independent second opinion consultations via secure video call. Same-day appointments from €39.","Second Opinion Medical Consultation in Ireland","2275","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|Organization|Physician|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","2","51","true","Unavailable","Book consultation","online second opinion ireland","Retain the existing URL. Review query intent and copy only where fresh evidence shows mismatch.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/services/sick-certificate-ireland","200","true","https://www.myglobalhealth.online/ireland/en/services/sick-certificate-ireland","commercial service","Sick Cert Online Ireland | Same-Day Medical Cert","Get a sick cert online from an IMC-registered Irish GP, same day. Medical certificates accepted by employers and colleges nationwide. €45, video call.","Online Sick Cert Assessment in Ireland","1286","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|Organization|Physician|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","4","52","true","Unavailable","Book consultation","sick cert online","Retain the existing URL. Review query intent and copy only where fresh evidence shows mismatch.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/services/skin-dermatology-consultation","200","true","https://www.myglobalhealth.online/ireland/en/services/skin-dermatology-consultation","commercial service","Skin Consultation Ireland | Online Dermatology Assessment","Assessment for rash, eczema, acne, and other skin concerns. Our Irish-registered doctors provide confidential skin assessments via secure video call. Same-day appointments available.","Skin & Dermatology Consultation in Ireland","2137","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|Organization|Physician|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","3","49","true","Unavailable","Book consultation","online skin consultation ireland","Retain the existing URL. Review query intent and copy only where fresh evidence shows mismatch.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/services/travel-health-consultation","200","true","https://www.myglobalhealth.online/ireland/en/services/travel-health-consultation","commercial service","Travel Health Consultation Ireland | Pre-Travel Doctor Online","Pre-travel health assessments for international trips. Our Irish-registered doctors provide pre-travel health assessments, destination-specific advice, and vaccination planning via secure video call. Book today.","Travel Health Consultation in Ireland","2026","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|Organization|Physician|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","2","46","true","Unavailable","Book consultation","travel health consultation ireland","Retain the existing URL. Review query intent and copy only where fresh evidence shows mismatch.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/services/treatment-review","200","true","https://www.myglobalhealth.online/ireland/en/services/treatment-review","commercial service","Repeat Treatment Review Ireland | Continue Your Care Online","Reviews for patients already on a treatment plan. Our Irish-registered doctors can review your ongoing care via secure video call. Same-day appointments available. Clinically assessed, not automatic.","Ongoing Treatment Review in Ireland","1206","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|Organization|Physician|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","2","51","true","Unavailable","Book consultation","treatment review ireland","Retain the existing URL. Review query intent and copy only where fresh evidence shows mismatch.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/services/weight-management-consultation","200","true","https://www.myglobalhealth.online/ireland/en/services/weight-management-consultation","commercial service","Medical Weight Management Consultation Ireland | Doctor-Led","Medical weight management, doctor-led. Our Irish-registered doctors provide evidence-based medical weight management — including metabolic assessment, GLP-1 eligibility review, and personalised care plans.","Medical Weight Management Consultation in Ireland","1771","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|Organization|Physician|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","4","50","true","Unavailable","Book consultation","online weight management ireland","Retain the existing URL. Review query intent and copy only where fresh evidence shows mismatch.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/services/womens-health-consultation","200","true","https://www.myglobalhealth.online/ireland/en/services/womens-health-consultation","commercial service","Women's Health Consultation Ireland | Confidential Online Doctor","Confidential women's health assessment with an Irish-registered doctor. Contraception, hormonal health, menopause, PCOS, and more — via secure video call. Same-day appointments available.","Women's Health Consultation in Ireland","1629","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|Organization|Physician|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","3","50","true","Unavailable","Book consultation","online women's health consultation ireland","Retain the existing URL. Review query intent and copy only where fresh evidence shows mismatch.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en","200","true","https://www.myglobalhealth.online/ireland/en","market homepage","Online Doctor Ireland | IMC-Registered GPs | Global Health","IMC-registered GPs available today — consultations from €29. Sick certs, prescriptions, specialist referrals, 11 languages. Global Health Ireland.","Online medical care in Ireland","Unavailable","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|Organization|PostalAddress|PropertyValue|Question|WebSite","27","83","true","Unavailable","Find care","online doctor ireland","Do not expand or rewrite broadly; authority is the main constraint.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/gp-consultation-online","200","true","https://www.myglobalhealth.online/ireland/en/gp-consultation-online","commercial service","Online GP Consultation Ireland | IMC-Registered Doctor | Same Day","See an IMC-registered GP online today — same-day appointments from €39. Sick certs, prescriptions, referrals and more. Available across Ireland in multiple languages.","Online GP Consultation in   Ireland","Unavailable","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","27","61","true","Unavailable","Book GP consultation","online gp ireland","Strengthen verified differentiation and internal links; no competing GP page.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/lab-tests","200","true","https://www.myglobalhealth.online/ireland/en/lab-tests","commercial hub","Home Blood Tests Ireland — Randox Lab Kits | Global Health","Order a Randox home blood test kit in Dublin or anywhere in Ireland from €89 — Full Blood Count, Thyroid Function and more. Results in up to 10 days.","Home Blood Tests Ireland — Randox Lab Kits, Results in Up to 10 Days","Unavailable","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ItemList|ListItem|MedicalOrganization|PostalAddress|PropertyValue|Question|WebSite","27","55","true","Unavailable","Browse tests","home blood test ireland","Re-measure around 2026-09-08; implement only if ledger threshold is met.","2026-08-25 (ledger gate)"
"https://www.myglobalhealth.online/ireland/en/blog/sick-certificate-ireland-employee-rights","200","true","https://www.myglobalhealth.online/ireland/en/blog/sick-certificate-ireland-employee-rights","supporting article","Sick Cert Online Ireland: What You Need to Know","Need a sick cert online in Ireland? Learn how the appointment works, what your employer may require, and when you need an in-person assessment.","How to Get a Sick Cert Online in Ireland","Unavailable","Answer|Article|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|Organization|Physician|PostalAddress|PropertyValue|Question|Thing|WebSite","2","44","true","Unavailable","View sick-cert service","sick certificate ireland employee rights","CTR/query-intent review after existing migration settles.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim","200","true","https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim","supporting article","Illness Benefit Ireland: How to Claim (2026 Guide)","How to claim Illness Benefit in Ireland: the IB1 form, the Certificate of Incapacity for Work, who can issue it, and how it differs from sick leave.","Illness Benefit in Ireland: How to Claim and How to Get the Medical Certificate","Unavailable","Answer|Article|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|Organization|Physician|PostalAddress|PropertyValue|Question|Thing|WebSite","3","44","true","Unavailable","Relevant service link","illness benefit ireland","Low-CTR snippet and freshness review using official sources.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/services/psychiatry-specialist-consultation","200","true","https://www.myglobalhealth.online/ireland/en/services/psychiatry-specialist-consultation","specialist service","Psychiatry Consultation Ireland | Online Psychiatrist Assessment","Speak with an IMC-registered consultant psychiatrist via secure video call. Expert psychiatric assessment, diagnosis review, and mental health management. Same-day appointments available.","Psychiatry Specialist Consultation in Ireland","Unavailable","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ListItem|MedicalOrganization|MedicalProcedure|Offer|Organization|Physician|PostalAddress|PropertyValue|QuantitativeValue|Question|ReserveAction|Service|WebSite","5","46","true","Unavailable","Book specialist","online psychiatrist ireland","Keep distinct from GP mental-health assessment.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/tools/bmi-calculator","200","true","https://www.myglobalhealth.online/ireland/en/tools/bmi-calculator","tool","BMI Calculator Ireland | Free Body Mass Index Check","Work out your body mass index in seconds. Metric or imperial, WHO adult categories, and what your result actually means — with registered doctors if you want to go further.","BMI   calculator  Ireland","Unavailable","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|Offer|PostalAddress|PropertyValue|Question|WebApplication|WebSite","27","40","true","Unavailable","Relevant care nudge","bmi calculator ireland","Promote through legitimate digital PR; avoid diagnostic claims.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/tools/calorie-calculator","200","true","https://www.myglobalhealth.online/ireland/en/tools/calorie-calculator","tool","Calorie Calculator Ireland | Daily Calorie Needs","Work out how many calories you need a day to maintain, lose or gain weight. Mifflin-St Jeor equation, five activity levels, and what the numbers actually mean — with registered doctors if you want to go further.","Calorie   calculator  Ireland","Unavailable","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|Offer|PostalAddress|PropertyValue|Question|WebApplication|WebSite","27","40","true","Unavailable","Relevant care nudge","calorie calculator ireland","Review snippet and explanatory context; no automatic medical recommendation.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/tools/blood-pressure-chart","200","true","https://www.myglobalhealth.online/ireland/en/tools/blood-pressure-chart","tool","Blood Pressure Chart Ireland | What Your Reading Means","Check your systolic and diastolic numbers against the European adult blood pressure chart. See the category, what it means, and which readings need medical care the same day.","Blood pressure   chart  Ireland","Unavailable","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ImageObject|ListItem|MedicalOrganization|Offer|PostalAddress|PropertyValue|Question|WebApplication|WebSite","27","40","true","Unavailable","Relevant GP nudge","blood pressure chart","Clinician-reviewed source/CTR improvement candidate.","2026-08-25"
"https://www.myglobalhealth.online/ireland/en/doctors","200","true","https://www.myglobalhealth.online/ireland/en/doctors","clinician hub","Online Doctors Ireland | IMC-Registered GPs & Specialists","Browse IMC-registered doctors and clinicians in Ireland — GPs, specialists, psychologist and nutritional therapist. View registration numbers, specialties and languages. Book same day.","Doctors who   actually   pick up.","Unavailable","Answer|BreadcrumbList|ContactPoint|Country|EducationalOccupationalCredential|FAQPage|ImageObject|ItemList|ListItem|MedicalOrganization|Organization|Person|Physician|PostalAddress|PropertyValue|Question|WebSite","27","60","true","Unavailable","View doctor","doctors ireland","Maintain verified credentials; no invented profiles.","2026-08-25"
